store_nbr,family,sales_lag_7,sales_rolling_mean_7
16,LADIESWEAR,0.0,0.0
16,LAWN AND GARDEN,0.0,0.0
16,LINGERIE,1.0,2.2857142857142856
16,"LIQUOR,WINE,BEER",16.0,32.57142857142857
16,MAGAZINES,1.0,1.4285714285714286
16,MEATS,39.374,46.759142857142855
16,PERSONAL CARE,105.0,121.57142857142857
16,PET SUPPLIES,0.0,1.1428571428571428
16,PLAYERS AND ELECTRONICS,1.0,2.5714285714285716
16,POULTRY,54.404,69.72571428571429
16,HOME APPLIANCES,0.0,0.0
21,BOOKS,0.0,0.0
21,BREAD/BAKERY,437.0,452.7142857142857
21,CELEBRATION,7.0,8.857142857142858
25,HOME AND KITCHEN I,25.0,35.285714285714285
25,HOME AND KITCHEN II,9.0,15.714285714285714
25,HOME APPLIANCES,0.0,0.0
25,HOME CARE,68.0,125.57142857142857
25,LADIESWEAR,0.0,0.0
25,LAWN AND GARDEN,8.0,30.571428571428573
25,LINGERIE,4.0,5.571428571428571
25,"LIQUOR,WINE,BEER",255.0,454.7142857142857
25,MAGAZINES,8.0,18.714285714285715
25,MEATS,113.948,271.39214
25,PERSONAL CARE,97.0,133.42857142857142
25,PET SUPPLIES,3.0,7.0
25,PLAYERS AND ELECTRONICS,8.0,7.285714285714286
25,POULTRY,138.095,236.48271428571428
25,PREPARED FOODS,30.088,53.098429
25,PRODUCE,1087.485,2290.1127285714283
25,SCHOOL AND OFFICE SUPPLIES,1.0,1.1428571428571428
25,SEAFOOD,5.0,8.571428571428571
26,AUTOMOTIVE,2.0,2.7142857142857144
26,BABY CARE,0.0,0.0
26,BEAUTY,1.0,0.5714285714285714
26,BEVERAGES,607.0,671.5714285714286
26,BOOKS,0.0,0.0
25,HARDWARE,1.0,2.2857142857142856
25,GROCERY II,22.0,33.57142857142857
25,GROCERY I,1361.0,2386.714285714286
25,FROZEN FOODS,69.325,184.57
24,LAWN AND GARDEN,42.0,36.42857142857143
24,LINGERIE,5.0,9.0
24,"LIQUOR,WINE,BEER",56.0,85.57142857142857
24,MAGAZINES,7.0,10.714285714285714
24,MEATS,321.037,393.62
24,PERSONAL CARE,260.0,246.57142857142858
24,PET SUPPLIES,19.0,15.142857142857142
24,PLAYERS AND ELECTRONICS,9.0,10.428571428571429
24,POULTRY,457.129,488.7658571428571
24,PREPARED FOODS,111.148,112.98714342857143
24,PRODUCE,3127.175,3478.6114285714284
26,BREAD/BAKERY,230.0,209.0
24,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
25,AUTOMOTIVE,6.0,3.142857142857143
25,BABY CARE,0.0,0.0
25,BEAUTY,5.0,4.571428571428571
25,BEVERAGES,1357.0,3007.1428571428573
25,BOOKS,0.0,0.0
25,BREAD/BAKERY,304.017,526.0922857142857
25,CELEBRATION,4.0,11.285714285714286
25,CLEANING,320.0,569.1428571428571
25,DAIRY,490.0,808.0
25,DELI,123.071,193.87557142857142
25,EGGS,102.0,178.0
24,SEAFOOD,21.828001,22.795857285714288
26,CELEBRATION,3.0,4.571428571428571
26,CLEANING,220.0,250.0
26,DAIRY,133.0,218.0
27,BOOKS,0.0,0.14285714285714285
27,BREAD/BAKERY,475.312,591.8608571428571
27,CELEBRATION,14.0,16.857142857142858
27,CLEANING,609.0,771.8571428571429
27,DAIRY,794.0,977.1428571428571
27,DELI,205.687,285.2347142857143
27,EGGS,160.0,235.0
27,FROZEN FOODS,83.22,152.5364285714286
27,GROCERY I,2859.0,3658.1428571428573
27,GROCERY II,22.0,36.142857142857146
27,HARDWARE,1.0,3.2857142857142856
27,BEVERAGES,2188.0,2977.1428571428573
27,HOME AND KITCHEN I,14.0,20.571428571428573
27,HOME APPLIANCES,0.0,0.0
27,HOME CARE,167.0,195.28571428571428
27,LADIESWEAR,6.0,7.857142857142857
27,LAWN AND GARDEN,40.0,44.857142857142854
27,LINGERIE,17.0,14.428571428571429
27,"LIQUOR,WINE,BEER",85.0,217.57142857142858
27,MAGAZINES,3.0,5.142857142857143
27,MEATS,219.986,296.09857285714287
27,PERSONAL CARE,175.0,225.85714285714286
27,PET SUPPLIES,7.0,10.0
27,PLAYERS AND ELECTRONICS,4.0,9.714285714285714
27,HOME AND KITCHEN II,17.0,33.714285714285715
24,LADIESWEAR,23.0,12.0
27,BEAUTY,1.0,2.2857142857142856
27,AUTOMOTIVE,7.0,7.285714285714286
26,DELI,65.024,75.51414285714286
26,EGGS,29.0,29.142857142857142
26,FROZEN FOODS,34.324,35.308000000000064
26,GROCERY I,939.0,1157.4285714285713
26,GROCERY II,13.0,4.285714285714286
26,HARDWARE,0.0,0.5714285714285714
26,HOME AND KITCHEN I,0.0,6.857142857142857
26,HOME AND KITCHEN II,8.0,7.571428571428571
26,HOME APPLIANCES,0.0,0.14285714285714285
26,HOME CARE,51.0,57.57142857142857
26,LADIESWEAR,0.0,0.0
27,BABY CARE,0.0,0.5714285714285714
26,LAWN AND GARDEN,3.0,5.857142857142857
26,"LIQUOR,WINE,BEER",7.0,25.428571428571427
26,MAGAZINES,1.0,0.2857142857142857
26,MEATS,174.925,261.6212857142857
26,PERSONAL CARE,92.0,88.14285714285714
26,PET SUPPLIES,3.0,2.4285714285714284
26,PLAYERS AND ELECTRONICS,1.0,1.5714285714285714
26,POULTRY,101.557,142.16185585714285
26,PREPARED FOODS,56.0,27.428571428571427
26,PRODUCE,355.541,508.21099999999996
26,SCHOOL AND OFFICE SUPPLIES,0.0,0.8571428571428571
26,SEAFOOD,3.0,2.0
26,LINGERIE,3.0,0.7142857142857143
24,HOME CARE,220.0,227.14285714285714
24,HOME APPLIANCES,0.0,0.0
24,HOME AND KITCHEN II,16.0,23.714285714285715
22,BEAUTY,0.0,2.7142857142857144
22,BEVERAGES,1777.0,1928.0
22,BOOKS,0.0,0.0
22,BREAD/BAKERY,125.0,122.57142857142857
22,CELEBRATION,4.0,7.285714285714286
22,CLEANING,550.0,665.0
22,DAIRY,282.0,320.14285714285717
22,DELI,149.0,150.0
22,EGGS,28.0,39.42857142857143
22,FROZEN FOODS,37.0,64.54299999999999
22,GROCERY I,2259.0,2578.285714285714
22,BABY CARE,0.0,0.0
22,GROCERY II,5.0,8.714285714285714
22,HOME AND KITCHEN I,32.0,25.285714285714285
22,HOME AND KITCHEN II,23.0,22.714285714285715
22,HOME APPLIANCES,0.0,0.0
22,HOME CARE,165.0,169.57142857142858
22,LADIESWEAR,0.0,0.2857142857142857
22,LAWN AND GARDEN,0.0,0.0
22,LINGERIE,4.0,6.142857142857143
22,"LIQUOR,WINE,BEER",16.0,200.0
22,MAGAZINES,3.0,3.2857142857142856
22,MEATS,84.048,109.21428428571429
22,PERSONAL CARE,125.0,142.28571428571428
22,HARDWARE,5.0,1.4285714285714286
22,PET SUPPLIES,2.0,1.4285714285714286
22,AUTOMOTIVE,2.0,4.428571428571429
21,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
21,CLEANING,1169.0,1169.5714285714287
21,DAIRY,654.0,619.5714285714286
21,DELI,367.827,319.0641428571429
21,EGGS,221.0,289.85714285714283
21,FROZEN FOODS,91.0,98.27799999999999
21,GROCERY I,4643.313,4374.850285714287
21,GROCERY II,26.0,15.571428571428571
21,HARDWARE,0.0,0.5714285714285714
21,HOME AND KITCHEN I,23.0,37.142857142857146
21,HOME AND KITCHEN II,30.0,33.142857142857146
21,HOME APPLIANCES,1.0,0.14285714285714285
21,SEAFOOD,8.0,5.285714285714286
21,HOME CARE,325.0,309.14285714285717
21,LAWN AND GARDEN,4.0,3.142857142857143
21,LINGERIE,9.0,8.285714285714286
21,"LIQUOR,WINE,BEER",31.0,80.28571428571429
21,MAGAZINES,2.0,2.5714285714285716
21,MEATS,142.033,120.17971428571427
21,PERSONAL CARE,299.0,272.85714285714283
21,PET SUPPLIES,2.0,3.4285714285714284
21,PLAYERS AND ELECTRONICS,8.0,7.857142857142857
21,POULTRY,204.34,181.30014428571425
21,PREPARED FOODS,153.516,159.7164314285714
21,PRODUCE,2139.421,1354.7842857142857
21,LADIESWEAR,1.0,3.7142857142857144
14,HOME AND KITCHEN I,9.0,8.285714285714286
22,PLAYERS AND ELECTRONICS,4.0,6.142857142857143
22,PREPARED FOODS,26.0,28.714285714285715
23,PERSONAL CARE,147.0,144.71428571428572
23,PET SUPPLIES,2.0,4.142857142857143
23,PLAYERS AND ELECTRONICS,6.0,5.714285714285714
23,POULTRY,338.194,320.0532857142857
23,PREPARED FOODS,37.075,30.14057142857143
23,PRODUCE,1010.855,1138.0975714285714
23,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
23,SEAFOOD,12.0,8.033714285714286
24,AUTOMOTIVE,3.0,2.5714285714285716
24,BABY CARE,0.0,0.0
24,BEAUTY,7.0,3.857142857142857
23,MEATS,378.519,647.9134285714284
24,BEVERAGES,2905.0,3123.8571428571427
24,BREAD/BAKERY,585.363,713.083857142857
24,CELEBRATION,14.0,13.0
24,CLEANING,1081.0,987.0
24,DAIRY,1186.0,1186.857142857143
24,DELI,221.926,251.34514285714286
24,EGGS,223.0,222.85714285714286
24,FROZEN FOODS,135.477,162.65928571428572
24,GROCERY I,3599.0,3612.8571428571427
24,GROCERY II,27.0,42.0
24,HARDWARE,1.0,0.7142857142857143
24,HOME AND KITCHEN I,19.0,19.142857142857142
24,BOOKS,0.0,0.0
22,POULTRY,187.997,183.01899857142857
23,MAGAZINES,3.0,5.285714285714286
23,LINGERIE,1.0,2.4285714285714284
22,PRODUCE,634.149,433.43814285714285
22,SCHOOL AND OFFICE SUPPLIES,0.0,7.571428571428571
22,SEAFOOD,6.0,2.2857142857142856
23,AUTOMOTIVE,3.0,2.2857142857142856
23,BABY CARE,0.0,0.0
23,BEAUTY,5.0,3.4285714285714284
23,BEVERAGES,1432.0,1336.857142857143
23,BOOKS,0.0,0.2857142857142857
23,BREAD/BAKERY,237.904,255.91414285714285
23,CELEBRATION,8.0,8.0
23,CLEANING,511.0,471.2857142857143
23,"LIQUOR,WINE,BEER",31.0,62.42857142857143
23,DAIRY,478.0,474.7142857142857
23,EGGS,51.0,45.42857142857143
23,FROZEN FOODS,44.0,64.14285714285721
23,GROCERY I,1998.0,1966.142857142857
23,GROCERY II,10.0,24.428571428571427
23,HARDWARE,2.0,0.7142857142857143
23,HOME AND KITCHEN I,6.0,12.0
23,HOME AND KITCHEN II,10.0,10.857142857142858
23,HOME APPLIANCES,2.0,0.5714285714285714
23,HOME CARE,119.0,117.57142857142857
23,LADIESWEAR,16.0,13.428571428571429
23,LAWN AND GARDEN,0.0,2.5714285714285716
23,DELI,84.349,123.17514285714287
27,POULTRY,281.057,382.93086
14,HARDWARE,0.0,0.0
14,GROCERY I,3251.0,2757.4285714285716
5,CLEANING,530.0,732.2857142857143
5,DAIRY,479.0,509.7142857142857
5,DELI,168.751,208.85585714285713
5,EGGS,72.0,82.28571428571429
5,FROZEN FOODS,80.6,97.71928571428573
5,GROCERY I,2382.0,2734.1428571428573
5,GROCERY II,32.0,27.142857142857142
5,HARDWARE,1.0,1.8571428571428572
5,HOME AND KITCHEN I,22.0,28.571428571428573
5,HOME AND KITCHEN II,10.0,20.428571428571427
5,HOME APPLIANCES,0.0,0.0
5,HOME CARE,162.0,168.71428571428572
5,LADIESWEAR,15.0,10.285714285714286
5,LAWN AND GARDEN,8.0,9.857142857142858
5,LINGERIE,13.0,11.142857142857142
5,"LIQUOR,WINE,BEER",20.0,73.42857142857143
5,MAGAZINES,6.0,10.0
5,MEATS,179.984,237.3135714285714
5,PERSONAL CARE,236.0,209.14285714285714
5,PET SUPPLIES,4.0,3.4285714285714284
5,PLAYERS AND ELECTRONICS,4.0,6.428571428571429
5,POULTRY,214.09799,225.25442714285717
5,PREPARED FOODS,51.036,58.01971428571428
5,CELEBRATION,14.0,25.571428571428573
5,BREAD/BAKERY,350.951,337.4862857142857
5,BOOKS,0.0,0.0
5,BEVERAGES,1367.0,1611.2857142857142
4,GROCERY I,2809.0,2832.4285714285716
4,GROCERY II,23.0,24.142857142857142
4,HARDWARE,0.0,1.0
4,HOME AND KITCHEN I,14.0,15.142857142857142
4,HOME AND KITCHEN II,5.0,8.857142857142858
4,HOME APPLIANCES,0.0,0.14285714285714285
4,HOME CARE,172.0,164.0
4,LADIESWEAR,8.0,18.142857142857142
4,LAWN AND GARDEN,21.0,25.285714285714285
4,LINGERIE,2.0,1.7142857142857142
4,"LIQUOR,WINE,BEER",33.0,95.42857142857143
5,PRODUCE,1416.825,1511.321842857143
4,MAGAZINES,9.0,9.571428571428571
4,PERSONAL CARE,209.0,207.14285714285714
4,PET SUPPLIES,4.0,6.857142857142857
4,PLAYERS AND ELECTRONICS,7.0,9.0
4,POULTRY,312.2,365.6924285714286
4,PREPARED FOODS,57.472,62.02542857142857
4,PRODUCE,1860.731,2147.6698571428574
4,SCHOOL AND OFFICE SUPPLIES,0.0,0.14285714285714285
4,SEAFOOD,29.231,25.133857142857146
5,AUTOMOTIVE,8.0,7.428571428571429
5,BABY CARE,1.0,0.2857142857142857
5,BEAUTY,8.0,5.714285714285714
4,MEATS,276.463,367.80000000000007
5,SCHOOL AND OFFICE SUPPLIES,1.0,1.0
5,SEAFOOD,10.88,9.484142814285715
6,AUTOMOTIVE,6.0,7.285714285714286
6,PREPARED FOODS,89.618,98.22099885714286
6,PRODUCE,2012.179,2498.6382857142858
6,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
6,SEAFOOD,30.244,37.64271442857143
7,AUTOMOTIVE,3.0,4.571428571428571
7,BABY CARE,0.0,0.0
7,BEAUTY,8.0,7.428571428571429
7,BEVERAGES,3310.0,3419.5714285714284
7,BOOKS,1.0,0.14285714285714285
7,BREAD/BAKERY,617.179,583.9054285714286
7,CELEBRATION,17.0,16.714285714285715
6,POULTRY,472.249,508.6640042857143
7,CLEANING,1028.0,866.5714285714286
7,DELI,169.842,163.7162857142857
7,EGGS,250.0,253.28571428571428
7,FROZEN FOODS,163.96,179.51142857142855
7,GROCERY I,3632.0,3343.4285714285716
7,GROCERY II,29.0,38.285714285714285
7,HARDWARE,1.0,2.7142857142857144
7,HOME AND KITCHEN I,28.0,37.857142857142854
7,HOME AND KITCHEN II,28.0,49.42857142857143
7,HOME APPLIANCES,1.0,0.8571428571428571
7,HOME CARE,243.0,216.28571428571428
7,LADIESWEAR,15.0,14.428571428571429
7,DAIRY,1217.0,1162.4285714285713
4,FROZEN FOODS,63.0,83.34185714285715
6,PLAYERS AND ELECTRONICS,6.0,17.428571428571427
6,PERSONAL CARE,341.0,320.85714285714283
6,BABY CARE,0.0,0.0
6,BEAUTY,5.0,6.857142857142857
6,BEVERAGES,2707.0,2997.285714285714
6,BOOKS,0.0,0.0
6,BREAD/BAKERY,470.199,504.3958571428571
6,CELEBRATION,9.0,10.428571428571429
6,CLEANING,986.0,1014.8571428571429
6,DAIRY,758.0,913.2857142857143
6,DELI,268.547,321.36985714285714
6,EGGS,130.0,169.0
6,FROZEN FOODS,139.749,142.8027142857143
6,PET SUPPLIES,12.0,9.428571428571429
6,GROCERY I,4079.0,4286.857142857143
6,HARDWARE,2.0,0.8571428571428571
6,HOME AND KITCHEN I,20.0,22.571428571428573
6,HOME AND KITCHEN II,262.0,68.42857142857143
6,HOME APPLIANCES,0.0,0.0
6,HOME CARE,232.0,236.14285714285714
6,LADIESWEAR,24.0,20.285714285714285
6,LAWN AND GARDEN,11.0,19.714285714285715
6,LINGERIE,6.0,11.571428571428571
6,"LIQUOR,WINE,BEER",52.0,103.14285714285714
6,MAGAZINES,6.0,7.285714285714286
6,MEATS,401.966,438.4855657142857
6,GROCERY II,36.0,37.42857142857143
7,LAWN AND GARDEN,55.0,38.57142857142857
4,EGGS,132.0,132.42857142857142
4,DAIRY,577.0,670.4285714285714
1,POULTRY,277.277,242.56171428571432
1,PREPARED FOODS,84.333,56.9178572857143
1,PRODUCE,2137.037,2104.353
1,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
1,SEAFOOD,74.51,28.628142857142855
2,AUTOMOTIVE,5.0,8.285714285714286
2,BABY CARE,0.0,0.0
2,BEAUTY,10.0,8.714285714285714
2,BEVERAGES,2433.0,2605.4285714285716
2,BOOKS,0.0,0.0
2,BREAD/BAKERY,586.0,594.5714285714286
2,CELEBRATION,7.0,11.285714285714286
2,CLEANING,716.0,685.8571428571429
2,DAIRY,674.0,735.8571428571429
2,DELI,183.266,194.69642857142858
2,EGGS,142.0,158.28571428571428
2,FROZEN FOODS,99.615,104.08785714285715
2,GROCERY I,3228.0,3317.5714285714284
2,GROCERY II,7.0,29.428571428571427
2,HARDWARE,1.0,1.5714285714285714
2,HOME AND KITCHEN I,15.0,22.571428571428573
2,HOME AND KITCHEN II,19.0,47.42857142857143
2,HOME APPLIANCES,0.0,0.0
1,PLAYERS AND ELECTRONICS,4.0,6.0
1,PET SUPPLIES,6.0,4.428571428571429
1,PERSONAL CARE,239.0,170.57142857142858
1,MEATS,226.22499,246.0755742857143
1,AUTOMOTIVE,4.0,4.142857142857143
1,BABY CARE,0.0,0.0
1,BEAUTY,2.0,3.857142857142857
1,BEVERAGES,2418.0,1825.0
1,BOOKS,0.0,0.0
1,BREAD/BAKERY,361.412,292.78914285714285
1,CELEBRATION,11.0,7.428571428571429
1,CLEANING,767.0,506.57142857142856
1,DAIRY,569.0,561.1428571428571
1,DELI,130.678,108.58185714285715
1,EGGS,130.0,115.28571428571429
2,HOME CARE,195.0,206.0
1,FROZEN FOODS,134.287,112.15714142857144
1,GROCERY II,23.0,17.142857142857142
1,HARDWARE,3.0,1.2857142857142858
1,HOME AND KITCHEN I,22.0,28.142857142857142
1,HOME AND KITCHEN II,27.0,22.571428571428573
1,HOME APPLIANCES,0.0,0.0
1,HOME CARE,208.0,135.85714285714286
1,LADIESWEAR,19.0,13.285714285714286
1,LAWN AND GARDEN,19.0,17.285714285714285
1,LINGERIE,16.0,8.142857142857142
1,"LIQUOR,WINE,BEER",87.0,88.57142857142857
1,MAGAZINES,9.0,5.714285714285714
1,GROCERY I,3062.0,2090.1428571428573
2,LADIESWEAR,16.0,18.142857142857142
2,LAWN AND GARDEN,3.0,15.571428571428571
2,LINGERIE,6.0,5.857142857142857
